,text,accept,bug_fix,feature_addition,performance_improvement
1337,    tools: add babel-eslint          create tools/update-babel-eslint.sh script and execute it to do the     first installation of the package.     update tools/license-builder.sh and execute it to add babel-eslint's     license to our license file.          pr-url: https://github.com/nodejs/node/pull/17820     reviewed-by: matteo collina <matteo.collina@gmail.com>     reviewed-by:,['feature_addition'],0,1,0
1338,    rename csswraptype to shorter csswrap matching java and csharp          reviewed by: gkassabli          differential revision: d4174257          fbshipit-source-id: ba0bfab996ba158b07863d8c72cf2a41262c9592 ,['performance_improvement'],0,0,1
1339,    relocate projects to spring-boot-project          move projects to better reflect the way that spring boot is released.          the following projects are under `spring-boot-project`:            - `spring-boot`       - `spring-boot-autoconfigure`       - `spring-boot-tools`       - `spring-boot-starters`       - `spring-boot-actuator`       - `spring-boot-actuator-autoconfigur,"['feature_addition', 'performance_improvement']",0,1,1
1340,    removed support for syncing apps without migrations per deprecation timeline.          kept support for creating models without migrations when running tests     (especially for django's test suite). ,['performance_improvement'],0,0,1
1341,    rename ./validation_test/execution => execution_crashers to match the names of the compiler_crasher. ,['performance_improvement'],0,0,1
1342,    spi: drop owner assignment from spi_drivers          an spi_driver does not need to set an owner  it will be populated by the     driver core.          signed-off-by: andrew f. davis <afd@ti.com>     acked-by: jonathan cameron <jic23@kernel.org>     signed-off-by: mark brown <broonie@kernel.org> ,['performance_improvement'],0,0,1
1343,    added isprofiling() to reactdebugtool and isrunning() to perftools ,['feature_addition'],0,1,0
1344,    icons deprecations fixes (#6920) ,['bug_fix'],1,0,0
1345,    add the intra-op parallelism for equal operator (#28810)          summary:     pull request resolved: https://github.com/pytorch/pytorch/pull/28810          similar to https://github.com/pytorch/pytorch/pull/28464 and https://github.com/pytorch/pytorch/pull/28477  we would like to enable the intra-op parallelism for layer norm. this will be mapped to the parallel performance wi,"['feature_addition', 'performance_improvement']",0,1,1
1346,"    add a diagnostic source event that fires when a route is matched (#11685)          * add a diagnostic source event that fires when a route is matched     - usually more information becomes available about a request once route is matched. this event shoud allow diagnositc systems to enlighten the typical ""begin request"" metadata to include more information about the matched rout","['feature_addition', 'performance_improvement']",0,1,1
1347,    [react_native] js files from d1994196:     [react_native] textinput fix android viewconfig    mixins: [nativemethodsmixin  timermixin]  ,['bug_fix'],1,0,0
1348,    bluetooth: rename le_scanning_* macros          this patch renames le_scanning_enabled and le_scanning_disabled     macros to le_scan_enable and le_scan_disable in order to keep     the same prefix others le scan macros have.          it also fixes le_scan_enable_req function so it uses the le_scan_     enable macro instead of a magic number.          signed-off-by: andre guede,"['performance_improvement', 'bug_fix', 'feature_addition']",1,1,1
1349,    avoid exception when using sqldate (#7565)          * avoid exception when using sqldate          fix #7522.          * add form support for java.sql.timestamp ,"['bug_fix', 'feature_addition']",1,1,0
1350,    kubelet: implement getpodcontainerid for new runtime api ,['feature_addition'],0,1,0
1351,    fix(language-service): make missing module suggestion instead of error (#34115)          if a component or directive is not part of any ngmodule  the language     service currently produces an error message. this should not be an     error. instead  it should be a suggestion.          this pr removes `ng.diagnostickind`  and instead reuses     `ts.diagnosticcategory`.          ,"['bug_fix', 'performance_improvement']",1,0,1
1352,"    arm/pci: convert to pci_scan_root_bus() for correct root bus resources          convert from pci_scan_bus() to pci_scan_root_bus() and remove root bus     resource fixups.  this fixes the problem of ""early"" and ""header"" quirks     seeing incorrect root bus resources.          cc: russell king <linux@arm.linux.org.uk>     signed-off-by: bjorn helgaas <bhelgaas@google.com>     si",['bug_fix'],1,0,0
1353,    net: use netdev_tx_ok instead of 0 in ndo_start_xmit() functions          this patch is the result of an automatic spatch transformation to convert     all ndo_start_xmit() return values of 0 to netdev_tx_ok.          some occurences are missed by the automatic conversion  those will be     handled in a seperate patch.          signed-off-by: patrick mchardy <kaber@trash.net>  ,"['performance_improvement', 'bug_fix']",1,0,1
1354,"    treewide: rename rcu_dereference_raw_notrace() to _check()          the rcu_dereference_raw_notrace() api name is confusing.  it is equivalent     to rcu_dereference_raw() except that it also does sparse pointer checking.          there are only a few users of rcu_dereference_raw_notrace(). this patches     renames all of them to be rcu_dereference_raw_check() with the ""_check(",['performance_improvement'],0,0,1
1355,    add support for 'flattened object' fields. (#42541)          this commit merges the `object-fields` feature branch. the new 'flattened     object' field type allows an entire json object to be indexed into a field  and     provides limited search functionality over the field's contents. ,"['feature_addition', 'performance_improvement']",0,1,1
1356,    fixing default header resolution on messages ,['bug_fix'],1,0,0
1357,    refactor actionmailer to not use hide_actions ,['performance_improvement'],0,0,1
1358,    verify allocationids in replication actions (#20320)          replicated operation consist of a routing action (the original)  which is in charge of sending the operation to the primary shard  a primary action which executes the operation on the resolved primary and replica actions which performs the operation on a specific replica. this commit adds the targeted shard's allocat,['feature_addition'],0,1,0
